t_accept,t_incorrect,t2_safe,n,n_acceptable,n_uncertain,n_incorrect,coverage,abstention_rate,acceptable_precision,incorrect_precision,incorrect_recall,selective_error,false_acceptance_among_accepted,false_rejection_among_flagged,accepted_correct,accepted_incorrect,flagged_incorrect,flagged_correct,speakers_any,speakers_5plus,speakers_with_incorrect,speakers_with_acceptable
0.48111,0.56209,False,1424,718,546,160,0.6165730337078652,0.38342696629213485,0.883008356545961,0.35,0.23236514522821577,0.214123006833713,0.116991643454039,0.65,634,84,56,104,32,32,29,32
0.48111,0.56209,True,1424,718,589,117,0.586376404494382,0.413623595505618,0.883008356545961,0.41025641025641024,0.1991701244813278,0.18323353293413175,0.116991643454039,0.5897435897435898,634,84,48,69,32,32,28,32
0.48111,0.57246,False,1424,718,568,138,0.601123595505618,0.398876404494382,0.883008356545961,0.35507246376811596,0.2033195020746888,0.20210280373831777,0.116991643454039,0.644927536231884,634,84,49,89,32,32,29,32
0.48111,0.57246,True,1424,718,602,104,0.577247191011236,0.42275280898876405,0.883008356545961,0.40384615384615385,0.17427385892116182,0.17761557177615572,0.116991643454039,0.5961538461538461,634,84,42,62,32,32,28,32
0.48111,0.58583,False,1424,718,590,116,0.5856741573033708,0.4143258426966292,0.883008356545961,0.3879310344827586,0.18672199170124482,0.18585131894484413,0.116991643454039,0.6120689655172413,634,84,45,71,32,32,26,32
0.48111,0.58583,True,1424,718,618,88,0.5660112359550562,0.4339887640449438,0.883008356545961,0.4318181818181818,0.15767634854771784,0.1662531017369727,0.116991643454039,0.5681818181818182,634,84,38,50,32,32,26,32
0.48111,0.59836,False,1424,718,612,94,0.5702247191011236,0.4297752808988764,0.883008356545961,0.40425531914893614,0.15767634854771784,0.1724137931034483,0.116991643454039,0.5957446808510638,634,84,38,56,32,32,24,32
0.48111,0.59836,True,1424,718,633,73,0.5554775280898876,0.44452247191011235,0.883008356545961,0.4383561643835616,0.13278008298755187,0.15802781289506954,0.116991643454039,0.5616438356164384,634,84,32,41,32,32,24,32
0.48111,0.61936,False,1424,718,633,73,0.5554775280898876,0.44452247191011235,0.883008356545961,0.4246575342465753,0.12863070539419086,0.1592920353982301,0.116991643454039,0.5753424657534246,634,84,31,42,32,32,23,32
0.48111,0.61936,True,1424,718,651,55,0.5428370786516854,0.4571629213483146,0.883008356545961,0.45454545454545453,0.1037344398340249,0.14747736093143596,0.116991643454039,0.5454545454545454,634,84,25,30,32,32,23,32
